REId,name_short,v_full,d_losses,d_grid_subscription,d_grid_connection,d_feed_in,d_capacity_reserve,d_capex_adj,d_cable
REL00083,Jukkasjärvi,0.69944514,0.0004913500000000015,-0.0004276699999999911,-0.01678953999999999,0.002022199999999974,0.0,-0.008695559999999936,0.08442603000000004
REL00085,Jämtkraft,0.80539093,-0.01992974000000003,0.12190226999999998,0.0013319499999999707,0.004554109999999945,0.0014016199999999923,-0.010737540000000045,0.0007102299999999229
REL00086,Jönköping Energi,0.85270314,-0.02757999,0.11931412000000008,-0.013349080000000013,-0.027762479999999923,0.00012242000000006747,-0.023964899999999956,0.0
REL00087,Kalmar Energi,0.93531107,-0.00101490999999998,-0.06468892999999998,0.005140790000000006,0.016726770000000002,6.672000000007561e-05,0.005714180000000013,1.916000000001805e-05
REL00090,Karlskoga Elnät,0.80140118,0.008135360000000036,0.0113129500000001,-0.007445049999999953,0.019160990000000044,0.00017525000000007118,-0.0007623799999999514,0.011108410000000069
REL00091,Affärsverken Karlskrona,0.68931268,-0.002237449999999974,-0.051728039999999975,0.0011715900000000001,-0.0005721800000000332,0.0,0.015879109999999974,0.004649780000000048
REL00092,Karlstads Elnät,0.95325063,-0.007444879999999987,0.10226524000000004,0.003333790000000003,-0.04258322000000003,2.7319999999941835e-05,0.041154449999999954,0.0014295399999999514
REL00093,Tekniska verken Katrineholm,0.93414686,0.014210490000000076,0.028028720000000007,0.0,0.004919220000000002,0.0,-0.05419799999999997,0.014418330000000035
REL00098,Kristinehamns Elnät,0.65879787,0.002586210000000033,-0.01695884999999997,0.002135760000000042,-0.0009545100000000195,0.0,0.004950589999999977,0.014665269999999953
REL00100,Kungälv Energi,0.85796795,-0.025972119999999932,0.052575670000000074,0.0015293499999999849,-0.0012093300000000085,0.0,0.02512515999999998,0.0
REL00103,Landskrona Energi,0.88834439,0.00944014999999998,-0.0641872,0.0015146299999999613,0.02697413999999998,0.0,-0.0027097900000000452,0.04524308999999993
REL00106,Lerum Energi,0.86614011,-0.003346159999999987,0.06621390999999999,0.003046039999999972,-0.0015075500000000241,0.00047381000000001894,0.019936510000000074,0.0
REL00111,Tekniska verken Linköping,0.97214539,-0.024394090000000035,0.14726326999999995,0.005153700000000039,-0.027854610000000002,0.0,-0.027854610000000002,0.014678529999999967
REL00112,Ljungby Energi,0.85110653,0.014499820000000052,-0.14889346999999997,0.0015346500000000818,0.008126990000000056,0.0002874999999999961,0.013850380000000051,0.03316075000000007
REL00113,Ljusdal Elnät,0.84227213,-0.002491049999999939,0.05552372999999999,0.0005069300000000165,-0.003643509999999961,0.0,-0.00705562000000004,0.004045370000000048
REL00118,Luleå Energi,1.0,0.0,0.1268378,0.0,0.0,0.0,0.0,0.0
REL00121,LEVA i Lysekil,0.77506664,0.006769310000000028,-0.03362063999999998,-0.0006276100000000007,-0.014797839999999951,0.0,-0.03015186999999997,0.0
REL00123,Malung-Sälens Elnät,0.50958376,0.007346950000000074,0.009864670000000075,-0.23131338999999995,-8.37099999999591e-05,0.000950530000000005,-0.03603117999999994,0.009530520000000098
REL00126,Mellersta Skånes Kraft,0.72553348,-0.023182980000000075,0.07254485,0.0,0.008545289999999928,0.0,-0.009503950000000039,0.0
REL00127,Mjölby Kraft,0.75497977,0.009222380000000086,0.10089758000000004,0.001167290000000043,-0.03455315999999997,0.0,-0.007228159999999928,0.03930346000000007
REL00128,Mölndal Energi,0.96747844,-0.015402649999999962,-0.0005639699999999692,0.004376490000000066,0.001132930000000032,9.19200000000231e-05,-0.0033709899999999626,0.001054780000000033
REL00130,Nacka Energi,0.75434367,0.013373610000000036,0.07437122000000007,-0.015741849999999946,0.005283560000000076,0.0004705999999999877,-0.01133565999999997,0.009416350000000073
REL00133,Norrtälje Energi,0.71812791,-0.01674213000000002,0.00439997999999997,0.0031711599999999507,-0.013511130000000038,0.00016934999999995703,-0.05254005000000006,0.0
REL00135,Nossebroortens Energi,0.65021758,0.007069829999999944,-0.11535413000000005,0.0,0.010046949999999999,0.0,-0.016969349999999994,0.019949029999999923
REL00137,Nybro Elnät,0.76862783,0.024123879999999986,-0.023168100000000025,0.000480550000000024,-0.0033003299999999625,0.000794320000000015,0.011405910000000019,0.02374757000000005
REL00139,Näckåns Elnät,0.78574955,0.04446525000000001,-0.020425570000000004,0.0005547500000000483,-0.005696279999999998,0.001957490000000006,-0.04036693999999996,0.0
REL00141,Nässjö Affärsverk,0.85948963,-0.0008267699999999767,-0.14051037,0.0026401200000000236,0.008991740000000026,4.8139999999974314e-05,-0.008916319999999978,0.000685099999999994
REL00143,Olofströms Kraft,0.89808375,0.0033879499999999174,-0.053492990000000074,0.0,0.047478729999999914,0.0,0.009624199999999972,0.04905448999999995
REL00144,Olseröds El,0.68690665,0.01698338999999993,-0.052821050000000036,0.0,-0.0027380100000000684,0.0,-0.021364130000000037,0.04094623999999991
REL00146,Oskarshamn Energi,0.891634,0.03351941000000003,-0.10836599999999996,0.0010561600000000837,0.009543280000000043,0.0007318800000000181,0.028321600000000058,0.03164562000000004
REL00147,Oxelö Energi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL00148,Partille Energi,0.89515437,0.013137349999999937,0.08913199999999999,0.005244040000000005,0.006253669999999989,0.0005243299999999618,-0.00642057000000007,0.0
REL00149,PiteEnergi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL00152,Ronneby Miljöteknik,0.77894535,0.006263649999999954,-0.01587088999999997,0.0015381199999999762,0.01936583000000003,0.00039540999999998494,0.03490901000000002,0.02638691999999998
REL00156,Rödeby Elverk,0.72659169,0.008932599999999957,0.025208589999999975,0.0,4.7560000000057556e-05,0.0,0.010160220000000053,0.002154360000000022
REL00157,Sala-Heby Energi,0.92983977,-0.005775799999999998,0.05282863999999998,0.0,-0.007010440000000062,0.0,0.0032299199999999972,0.0
REL00158,Sandhult-Sandared,0.90105137,0.035914850000000054,-0.09894862999999998,0.000530570000000008,-0.007925749999999954,0.0003938800000000686,-0.0045832399999999884,0.016215250000000014
REL00160,SEVAB,0.6675386,0.011483229999999955,-0.034510189999999996,0.00039498999999998397,0.0022334099999999912,0.0,-0.014180720000000036,0.0
REL00163,Sjogerstads El,0.64406203,0.013198390000000004,-0.04170972000000006,-0.03171999000000003,0.000528929999999983,0.0,-0.015083270000000093,0.001208679999999962
REL00164,Sjöbo Elnät,0.89344866,0.010713250000000007,0.018763549999999962,0.0,-0.01901047999999994,0.0,0.020486019999999994,0.15258128999999998
REL00167,Skurups Elverk,0.71763884,0.009723009999999976,-0.19745990999999996,0.0006568700000000316,0.0048489299999999735,0.0005451100000000153,-0.02684072000000004,7.16800000000184e-05
REL00168,Skyllbergs Bruk,0.98678179,0.009197899999999981,0.12595014999999998,0.0,0.022361340000000007,0.0,-0.013218210000000008,0.007961409999999947
REL00169,Skånska Energi,0.80080507,-0.00814029999999999,-0.04278879999999996,-0.019512050000000003,-0.03221386000000004,0.0,0.004010190000000025,0.0010458399999999646
REL00170,Skövde Energi,0.95880173,0.011575699999999967,-0.04119826999999998,0.0026351100000000516,0.0011107300000000597,0.00020600000000003948,0.02800669,9.552000000001559e-05
REL00171,Smedjebacken Energi,0.90444398,-0.0038011799999999596,0.030518299999999998,0.006297190000000064,-0.007845839999999993,8.132000000005135e-05,-0.0064077999999999635,0.009156170000000019
REL00173,Sollentuna Energi,0.97533042,0.006196140000000017,-0.00995712999999998,0.0013958299999999868,0.0047059799999999985,0.0006824100000000222,-0.0016797899999999588,0.0
REL00175,Staffanstorps Energi,0.56311147,0.0029124999999999845,-0.06998696000000004,-0.02173353,0.0005682899999999158,0.0003248899999999111,-0.0466031400000001,0.0
REL00177,Sturefors El,0.92526671,0.05411858000000003,-0.07473328999999995,0.0,-0.04868059999999996,0.00359989000000005,0.05914925000000004,0.0
REL00178,Sundsvall Elnät,0.94363409,0.0017433000000000032,0.17104684000000003,-0.0024108900000000544,0.009682819999999981,0.00021150999999997033,0.035510709999999945,0.0
REL00182,Njudung Sävsjö,0.72208265,0.028393730000000006,-0.25612587,0.00130413000000007,0.0025889199999999946,0.0,-0.0162755,0.006299490000000074
REL00183,Söderhamn Elnät,0.94260781,0.0024047000000000374,0.11769210000000008,0.002286290000000024,0.0010594400000000226,0.0,0.04051271000000001,0.0
REL00184,Södra Hallands Kraft,0.68042067,-0.009864110000000093,-0.005651300000000026,-0.0005263100000000298,-0.019896540000000074,0.0,-0.01155136000000001,0.002748679999999948
REL00185,Sölvesborg Energi,0.66462033,0.00533494000000001,-0.10276609000000003,0.002457609999999999,-0.017546840000000063,-0.01631442999999999,0.015430949999999943,0.0001019500000000173
REL00186,Telge Nät,1.0,0.01214789999999999,0.0,0.0,0.0,0.0,0.0,0.0
REL00187,Tibro Elnät,0.8275159,0.020066469999999947,-0.06352109000000006,0.0015230299999999808,-0.002809900000000032,0.0,0.009387089999999931,0.02670209000000001
REL00191,Trollhättan Energi,0.92782617,-0.006564160000000041,0.0032353999999999994,-0.012483149999999998,-0.002464350000000004,0.0,-0.02707367999999999,0.0
REL00193,Töre Energi,0.96596503,0.01718987000000005,-0.03403497,0.0,0.002722879999999983,0.0,0.06114067999999995,0.25495542000000004
REL00195,Uddevalla Energi,0.9432062,0.0013166599999999695,0.04739945999999995,0.0023216699999999424,-0.023750170000000015,0.0,0.024427450000000017,0.0
REL00201,Vallebygdens Energi,0.85949229,0.0023935900000000565,-0.047639589999999954,0.0,0.00512761000000006,0.0,-0.01458726999999993,0.007203880000000051
REL00203,Vara Energi,0.69818363,0.004988040000000082,-0.03855438999999994,-0.002880429999999934,-0.0563686699999999,0.0,-0.009763429999999906,0.0
REL00204,Varberg Energi,0.87793174,-0.014598580000000028,0.010809639999999954,0.0071625399999999395,0.008740769999999953,0.00020201999999991394,0.0004676399999999914,5.5649999999962674e-05
REL00205,Varbergsortens Elkraft,0.6968612,0.0020856799999999787,-0.013300810000000052,0.0,-0.009082400000000046,0.0,0.012400729999999971,0.00016322999999995869
REL00235,Värnamo Elnät,0.77984956,-0.008739459999999921,-0.04624465999999994,0.0035591200000000267,-0.009664069999999914,4.303000000005497e-05,-0.02010913999999997,0.00273466
REL00239,Västerviks Elnät,0.96278549,0.0027549000000000046,0.05156972000000004,0.001302110000000023,-0.01630182999999996,0.0,0.018919330000000012,0.0
REL00242,Västra Orust Energi,0.70394294,0.00969079000000006,-0.01651523999999993,0.0008336300000000296,-0.001549609999999979,0.0,-0.020723970000000036,0.00019378999999997149
REL00243,Växjö Energi,0.81634968,0.003715419999999914,0.062418859999999965,0.001810489999999998,-0.07516132000000009,5.8919999999962336e-05,0.008444389999999968,0.0
REL00244,Ystad Energi,0.74337385,0.03528743999999995,-0.08657831000000005,0.00234551999999999,-0.0048975999999999464,0.0001133399999999618,0.003833410000000037,0.0002501700000000495
REL00246,Ålem Energi,0.70174812,0.005419300000000016,-0.03520129999999999,0.00046285000000001464,-0.011292199999999974,0.0,0.0020024199999999492,0.0024078699999999786
REL00249,Årsunda Kraft,0.71995355,-0.002249529999999944,-0.03940927999999999,0.0,0.016117080000000006,0.0,-0.021522359999999963,0.0
REL00255,Östra Kinds Elkraft,0.97580284,0.010234859999999957,-0.02419716000000005,0.0,0.07168677999999995,0.0,-0.0022697100000000914,0.07736862999999994
REL00257,Övik Energi,,,,,,,,
REL00267,Mälarenergi,0.87874683,-0.03208257000000003,0.09434069,-0.006759750000000064,-0.019206440000000047,7.800000000335316e-07,0.010570740000000023,0.0045276199999999545
REL00332,Tidaholms Elnät,0.7312273,-0.00174063999999996,0.08553014999999997,0.0,-0.018515300000000012,0.0,-0.004838000000000009,0.0
REL00364,Österlens Kraft,0.6763535,0.015056040000000048,-0.08515054999999994,0.0011617900000000514,-0.002565829999999991,0.00017068000000008965,-0.026836769999999954,0.0061756700000000775
REL00570,Västerbergslagens Elnät,1.0,0.0,0.03375929,0.0,0.0,0.0,0.0,0.0
REL00576,Härjeåns,0.91895976,-0.02971519999999994,0.05484337000000006,-0.0035124699999999898,-0.012288940000000026,0.004318099999999991,-0.040216579999999946,0.05627740000000003
REL00584,Umeå Energi,1.0,0.0,0.26493789999999995,0.0,0.0018086899999999462,0.0,0.0,0.00613598999999998
REL00585,Götene Elförening,1.0,0.0,0.0,0.0,0.07369364,0.0,0.0,0.14598060000000002
REL00590,LKAB Nät,0.84945874,0.01258766999999994,-0.025506029999999957,0.000648299999999935,0.017198119999999983,0.0,0.04232773000000001,0.01709786999999996
REL00594,VänerEnergi,0.82860725,0.017907589999999973,0.008019980000000038,-0.006160350000000037,-0.0009681200000000167,-0.0034796499999999453,0.019326330000000058,0.0
REL00824,Skellefteå Kraft,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL00885,Gävle Energi,1.0,0.03343282999999997,0.05600139000000004,0.0,0.0,0.0,0.011735410000000002,0.0
REL00886,Kraftringen,0.72594244,0.009648649999999925,-0.018455250000000034,-0.0074331100000000205,-0.029834230000000073,0.0,-0.0021540899999999974,0.020200949999999995
REL00899,Kvänumbygdens Energi,1.0,0.0,0.033463719999999975,0.0,0.0,0.0,0.0,0.0
REL00904,Öresundskraft,0.78350938,-0.0042732199999999665,-0.01453940999999992,0.0030514500000000666,-0.030745369999999994,0.00014480999999999522,0.01351798999999998,0.005857420000000002
REL00936,Njudung Vetlanda,0.80029162,0.007708019999999927,-0.00043320000000002246,0.0028587700000000105,-0.01562742000000006,0.00020602000000002896,-0.011366650000000034,0.01443755999999996
REL00937,Tranås Energi,0.76285992,0.018572040000000012,0.08411971000000007,0.0,-0.011564269999999932,0.0,0.011549209999999976,0.0
REL00938,Hedemora Elnät,0.67770735,0.022081459999999997,0.003131850000000047,0.0,-0.0032482400000000133,0.0,0.014962260000000005,0.0
REL00944,Linde Energi,1.0,0.0,0.055270719999999995,0.0,0.07092684000000005,0.0,0.0,0.08585582000000003
REL00945,Gotlands Elnät,0.83762299,-0.022416419999999992,0.11458064000000001,0.0,-0.0327467600000001,0.0,-0.006098220000000043,0.054548299999999994
REL00958,Vimmerby Energi,0.7402775,0.04273805000000008,-0.046240529999999946,0.00011347000000005991,-0.0015145599999999426,0.0006622299999999859,-0.010022769999999959,0.018828500000000026
REL00959,Åsele Elnät,0.84317042,-0.003110080000000015,-0.05902380000000007,6.037999999997101e-05,0.008749270000000031,0.0,-0.008428729999999995,0.0
REL00965,Sörbylunds Elnät,,,,,,,,
REL01010,Sandviken Energi,0.83314545,0.006149699999999925,0.09269293,0.0006188699999999381,-0.002694120000000022,0.0,0.010809209999999903,0.0
REL01012,Brittedals Elnät,0.65679844,0.005585419999999952,-0.11606879000000003,0.0,0.010061199999999992,0.0,-0.011599939999999975,0.015376999999999974
REL03009,Dala Energi,0.7898605,0.006122989999999939,-0.026742360000000076,0.0007920299999999436,-0.005228070000000029,0.0,0.029638229999999988,0.013493509999999986
REL03015,Falu Elnät,0.79161843,-0.009778880000000045,0.07137689000000003,0.001795459999999971,-0.027141819999999983,0.0,0.030341740000000006,0.01608476000000003
REL03016,Vaggeryds Elverk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL03019,Trelleborgs Elnät,0.67935576,0.0005794199999999972,0.002947419999999923,0.001515460000000024,-0.00047667000000006787,0.0002502799999999361,-0.012922070000000008,0.0012773299999999654
REL03028,E.ON,0.8505326,0.009227459999999965,-0.07844051000000007,-0.0015155300000000427,-0.026019910000000035,-0.004470619999999981,0.00772320999999998,0.0
REL03030,Vattenfall,0.81522464,-0.0012277400000000327,-0.0038315000000000987,-0.004059170000000001,-0.02966835000000001,0.0,0.013146149999999968,0.0
REL03035,Ellevio,0.86089906,0.004784080000000079,0.02706908000000008,-0.0014304799999999007,-0.023557239999999924,0.0,-0.019646209999999997,0.0
REL03038,Lidköping Elnät,1.0,0.0,0.055437599999999976,0.0,0.0,0.0,0.0,0.008310370000000011
REL03041,Hjo Elnät,0.77223568,0.017005460000000028,-0.14261599000000003,0.002934450000000033,0.002344269999999926,0.0,0.03188643999999996,0.012582419999999983
REL03042,Skara Elnät,0.91378294,0.01296847000000001,-0.08621705999999996,0.003510800000000036,0.008506710000000028,0.0,-0.0012380799999999192,0.008176040000000051
REL03043,Karlsborgs Elnät,0.73756971,0.032928080000000026,-0.1318596999999999,0.001012090000000021,0.0013039400000000034,0.0,0.004474489999999998,0.043833270000000035
REL03044,Ulricehamn Energi,0.79172447,0.01862701,-0.056341879999999955,0.0,0.0071979500000000085,7.8990000000001e-05,0.001354529999999965,0.03550620000000004
REL03047,Karlshamn Elnät,0.79814099,0.008550390000000019,-0.16768836999999992,0.0014755600000000424,0.0042178500000000785,0.0001402400000000137,-0.018304569999999964,0.0
REL03049,Alingsås Energi,0.77354565,0.0002198999999999396,0.030927109999999924,0.002387130000000015,0.009853820000000013,0.000169179999999991,-0.00886836000000002,0.0
REL03050,Näckåns Elnät (Viggafors),0.9265549,0.04221841999999998,-0.07344510000000004,0.0,0.017691189999999968,0.0,-0.06999998000000007,0.0
